Sr No;Date dd/mm/yyyy;Startup Name;Industry Vertical;SubVertical;City  Location;Investors Name;InvestmentnType;Amount in USD;Remarks
717;2017/07/27;1mg;eCommerce;Online Pharmacy;Gurgaon;HBM Healthcare Investments, Maverick Capital Ventures, Sequoia India, Omidyar Network and Kae Capital;Private Equity;1,50,00,000;nan
718;2017/07/28;Jhakaas;Consumer Internet;App-based Aggregator of Offline Businesses;Mumbai;Amen Dhyllon;Seed Funding;N/A;nan
719;2017/07/28;BigStylist;Consumer Internet;Beauty Services Marketplace;Mumbai;Info Edge (India) Ltd;Private Equity;12,50,000;nan
720;2017/07/28;Gympik.com;Consumer Internet;online marketplace for discovering fitness centres;Bangalore;RoundGlass Partners;Seed Funding;N/A;nan
721;2017/06/01;Tripeur;Technology;Mobile based travel ERP platform;Bangalore;Grace Grace Techno Ventures LLP, Rajul Garg & Other undisclosed investors;Seed Funding;N/A;nan
722;2017/06/02;RentOnGo;eCommerce;Online Marketplace for Renting Bikes, Electronics & Appliances;Bangalore;TVS Motor Company;Seed Funding;2,34,000;nan
723;2017/06/05;Goomo;Consumer Internet;Online Travel & Holiday Booking platform;Mumbai;Emerging India;Private Equity;5,00,00,000;nan
724;2017/06/05;MaxMyWealth;Consumer Internet;Online Wealth Management & Savings platform;Mumbai;lockchain ecosystem Global Advisors, Horseferry;Private Equity;N/A;nan
725;2017/06/06;Spinny;eCommerce;Online Used Car marketplace;Gurgaon;Blume Ventures, Indian Angel Network, Kunal Shah, Sandeep Tandon;Private Equity;10,00,000;nan
726;2017/06/06;Healthbuds;Consumer Internet;Healthcare Discovery & booking platform;Kolkata;Arun Patodia, Bharat Kedia;Seed Funding;N/A;nan
727;2017/06/06;Ftcash;Consumer Internet;Mobile Payments platform;Mumbai;500 Startups, IvyCap Ventures;Private Equity;N/A;nan
728;2017/06/06;BHIVE Workspace;Consumer Internet;co-working spaces;Bangalore;Blume Ventures;Private Equity;12,00,000;nan
729;2017/06/06;wayForward;Consumer Internet;Mobile app for Mental Health;New Delhi;Harsh Mahajan, Farhan Naqvi, Sreepathy Viswanathan;Seed Funding;10,00,000;nan
730;2017/06/06;GyanDhan;Consumer Internet;Education Marketplace;New Delhi;Sundaram Finance Holdings;Private Equity;N/A;nan
731;2017/06/06;Hungry Foal;Consumer Internet;For profit Social Venture;Gurgaon;SBI (Stand Up India Scheme);Private Equity;N/A;nan
732;2017/06/07;ZipLoan;Consumer Internet;Online lending platform;New Delhi;WaterBridge Ventures;Seed Funding;6,50,000;nan
733;2017/06/07;GrowFitter;Consumer Internet;health and fitness discovery platform;Mumbai;SQue Capital;Seed Funding;6,00,000;nan
734;2017/06/08;Stratfit;Consumer Internet;Health coaching programs;Hyderabad;Bodhtree Consulting Limited;Seed Funding;2,32,000;nan
735;2017/06/08;Multiplier Solutions;Technology;CRM Software for Healthcare space;Hyderabad;Norwest Venture Partners;Private Equity;15,00,000;nan
736;2017/06/08;ABI Health;Technology;Unified Digital Health Platform;Bangalore;Norwest Venture Partners;Private Equity;15,00,000;nan
737;2017/06/08;Stockal;Consumer Internet;App-based Investment advisory Services;Bangalore;Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha;Seed Funding;3,50,000;nan
738;2017/06/09;Guidoo;Consumer Internet;Travel & adventure planning platform;Mumbai;Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao;Seed Funding;3,00,000;nan
739;2017/06/09;eSahai.in;Consumer Internet;ambulance aggregator and medical taxi provider;Hyderabad;Dr Ramesh Ayyala, Satya Muthyala;Seed Funding;2,50,000;nan
740;2017/06/12;Loanmeet;Consumer Internet;Online peer-to-peer lending platform;Bangalore;Cao Yibin, Huang Wei, Madhusudan E,;Seed Funding;N/A;nan
741;2017/06/12;LendingKart;Consumer Internet;Online Lending platform;Ahmedabad;Yes Bank;Debt Funding;78,00,000;nan
742;2017/06/12;Boxx.ai;Technology;Artificial Intelligence;Bangalore;Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava;Private Equity;5,00,000;nan
743;2017/06/12;PeeSafe.in;Healthcare;Hygiene care product manufacturer;New Delhi;Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures;Private Equity;10,00,000;nan
744;2017/06/12;Vista Rooms;Consumer Internet;Online rooms aggregation platform;Mumbai;Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham;Seed Funding;7,76,000;nan
745;2017/06/12;CoverFox;Consumer Internet;Online insurance brokerage platform;Mumbai;Transamerica;Private Equity;1,50,00,000;nan
746;2017/06/13;HyperTrack;Technology;Location tracking solutions;New Delhi;Nexus Venture Partners, Founders Fund;Private Equity;N/A;nan
747;2017/06/13;Goodera;Technology;CSR and sustainability management platform;Bangalore;Nexus Venture Partners, Omidyar Network;Private Equity;55,00,000;nan
748;2017/06/13;Digit;Technology;Tech driven Insurance platform;Bangalore;Fairfax Holdings;Private Equity;N/A;nan
749;2017/06/14;Ola;Consumer Internet;Cab Aggregation App;Bangalore;Tekne Capital Management LLC;Private Equity;5,00,00,000;nan
750;2017/06/14;Vanitycask;Consumer Internet;Beauty products discovery platform;Mumbai;RB Investments;Seed Funding;N/A;nan
751;2017/06/14;MrNeeds;Consumer Internet;Micro Food Delivery platform;Noida;undisclosed investors;Seed Funding;5,00,000;nan
752;2017/06/15;MoneyTap;Consumer Internet;Money Lending platform;Bangalore;Sequoia India, NEA, Prime Venture Partners;Private Equity;1,23,00,000;nan
753;2017/06/16;Goodbox;eCommerce;Mobile SAAS\\xc2\\xa0 ECommerce platform for SMEs;Bangalore;Nexus Venture Partners, Mekin Maheshwari;Private Equity;10,00,000;nan
754;2017/06/16;Fincash;Consumer Internet;Personal Finance platform;Mumbai;Mohammed Khan, Sameer Narayan & Others;Seed Funding;1,00,000;nan
755;2017/06/16;PortDesk;Technology;Maritime Solutions;Noida;Alphard Maritime Group;Seed Funding;20,00,000;nan
756;2017/06/16;EdgeFx;eCommerce;DIY project Kits seller;Hyderabad;Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels;Seed Funding;N/A;nan
757;2017/06/16;EazyDiner;Consumer Internet;Online Restaurant Reservation Platform;Gurgaon;YouWeCan Ventures;Seed Funding;N/A;nan
758;2017/06/16;HealthIntel;Healthcare;Online Pharmacy;New Delhi;BLIP Initiatives;Seed Funding;N/A;nan
759;2017/06/19;Unbxd;Technology;Cloud-based product discovery platform;Bangalore;Eight Roads Ventures;Private Equity;1,25,00,000;nan
760;2017/06/19;DarwinBox;Technology;Enterprise human resources management platform;Hyderabad;Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP;Private Equity;40,00,000;nan
761;2017/06/20;ForeverShop;Consumer Internet;Mobile based ecommerce platform;Bangalore;91maker.com;Seed Funding;3,00,000;nan
762;2017/06/20;Insider.in;Consumer Internet;Events Ticketing platform;Mumbai;Paytm;Private Equity;52,00,000;nan
763;2017/06/21;Fynd;eCommerce;Fashion etailer;Mumbai;IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital;Private Equity;24,00,000;nan
764;2017/06/21;Grow Fit;Consumer Internet;Health-Tech platform;Bangalore;Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust;Private Equity;45,00,000;nan
765;2017/06/21;Fabulyst;Technology;Artificial Intelligence based platform;Hyderabad;iBhubs;Seed Funding;2,15,000;nan
766;2017/06/21;mSwipe;Technology;Point-of-Sale services;Mumbai;UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners;Private Equity;3,10,00,000;nan
767;2017/06/21;OneAssist;Consumer Internet;Credit card fraud protection;Mumbai;Sequoia Capital;Private Equity;N/A;nan
768;2017/06/22;Julia Computing;Technology;Open Source Language for Data Science and Machine Learning;Bangalore;General Catalyst, Founder Collective;Private Equity;46,00,000;nan
769;2017/06/22;Kissht;Consumer Internet;Consumer Lending platform;Mumbai;Endiya Partners, Ventureast;Private Equity;20,00,000;nan
770;2017/06/22;Explore Life traveling;Consumer Internet;Local homes booking platform;Bangalore;Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere;Seed Funding;5,00,000;nan
771;2017/06/23;Loantap;Consumer Internet;Lending platform for salaried professionals;Mumbai;Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd;Private Equity;40,00,000;nan
772;2017/06/23;Voxweb;Consumer Internet;Mobile based social networking platform;Mumbai;Undisclosed investors;Seed Funding;10,00,000;nan
773;2017/06/26;HUG Innovations;Technology;Gesture based\\xc2\\xa0 Smartwatch manufacturer;Hyderabad;Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon;Private Equity;50,00,000;nan
774;2017/06/26;Flipkart;eCommerce;Online marketplace;Bangalore;Naspers;Private Equity;7,10,00,000;nan
775;2017/06/26;V Resorts;Consumer Internet;Holiday & Vacation resort aggregator;Noida;Seedfund, RB International;Private Equity;40,00,000;nan
776;2017/06/27;Stashfin;Consumer Internet;Personal Finance App;New Delhi;Snow Leopard Ventures, Alto Partners;Private Equity;50,00,000;nan
777;2017/06/27;Formcept;Consumer Internet;Unified Data Analysis platform;Bangalore;Gujarat Venture Finance Ltd;Private Equity;N/A;nan
778;2017/06/27;Spares Hub;eCommerce;Automobile parts marketplace;Pune;The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting;Seed Funding;3,11,000;nan
779;2017/06/28;FiTraQ;Consumer Internet;Fitness Centre Discovery Platform;New Delhi;Aparup Sengupta, Devendra Reddy,;Seed Funding;N/A;nan
780;2017/06/28;Rubique;Consumer Internet;Online Marketplace for financial products;Mumbai;Kalaari Capital, Udayan Goyal;Private Equity;30,00,000;nan
781;2017/06/28;Niki.ai;Consumer Internet;AI Based Personal Assistant;Bangalore;SAP.iO, Unilazer Ventures;Private Equity;20,00,000;nan
782;2017/06/29;Fitpass;Consumer Internet;Online Fitness Marketplace;New Delhi;Abhinav Bindra, Gaurav Marya;Private Equity;10,00,000;nan
783;2017/06/29;ZingHR;Technology;digital employee solutions,;Mumbai;Zeta;Private Equity;N/A;nan
784;2017/06/30;Tagos Design;Technology;in-video discovery platform;Bangalore;Undisclosed Investors;Private Equity;50,00,000;nan
785;2017/06/30;UrbanClap;Consumer Internet;Mobile Services Marketplace;Gurgaon;Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners;Private Equity;2,10,00,000;nan
786;2017/05/01;Ace2three;Consumer Internet;Online Rummy playing Website;Hyderabad;Clairvest Group;Private Equity;7,37,00,000;nan
787;2017/05/01;Power2SME;eCommerce;Buying portal for SMEs;Gurgaon;International Finance Corporation;Private Equity;1,00,00,000;nan
788;2017/05/02;Innovapptive;Technology;Enterprise Mobility Solutions;Hyderabad;Hyderabad Angels;Seed Funding;15,00,000;nan
789;2017/05/02;4tigo;Logistics;Truck Network company;Bangalore;Accel Partners, Nandan Nilekani,;Private Equity;1,00,00,000;nan
790;2017/05/02;SMECorner;Consumer Internet;Online Platform for small business loans;Mumbai;Dutch government fund;Private Equity;N/A;nan
791;2017/05/02;ZippServe;Consumer Internet;Real estate risk assessment platform;Bangalore;undisclosed investors;Seed Funding;3,90,000;nan
792;2017/05/03;Ola;Consumer Internet;Cab Aggregation App;Bangalore;Falcon Edge Capital,\\xc2\\xa0 Capital Advisers;Private Equity;10,45,00,000;nan
793;2017/05/03;Sumeru;Technology;Software & Mobile development services;Bangalore;undisclosed investors;Seed Funding;10,00,000;nan
794;2017/05/04;Healthians;Consumer Internet;Online Diagnostics and wellness platform;New Delhi;Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners;Private Equity;N/A;nan
795;2017/05/05;HealthMir;Consumer Internet;AI-based health content platform;New Delhi;Nimit Panigrahi;Seed Funding;N/A;nan
796;2017/05/05;Uactive;Consumer Internet;Health-based social networking & discovery App;Mumbai;Hinduja family;Seed Funding;N/A;nan
797;2017/05/05;i-lend;Consumer Internet;Peer-to-peer lending platform;Hyderabad;50K Ventures;Seed Funding;N/A;nan
798;2017/05/05;Good Methods Global;Technology;Cloud Based Practice Management Software;Trivandrum;Accel Partners;Private Equity;N/A;nan
799;2017/05/05;Balance App;Consumer Internet;Money Savings & Management App;Bangalore;Rainmatter;Seed Funding;2,33,000;nan
800;2017/05/08;YepMe;eCommerce;Private Label Fashion etailer;Gurgaon;Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.;Private Equity;7,00,000;nan
801;2017/05/08;Nightstay;Consumer Internet;Last minute hotel booking mobile app;New Delhi;Indian Angels Network, LetsVenture;Seed Funding;N/A;nan
802;2017/05/08;Devourin;Technology;Restaurant Automation Solution;Pune;Deepak Nathani;Seed Funding;N/A;nan
803;2017/05/08;MyGreens;Food & Beverage;Cold-press Juices manufacturer;New Delhi;Ajay Relan, LetsVenture;Seed Funding;10,00,000;nan
804;2017/05/08;Ace Turtle;Technology;Omni-Channel Platform;Bangalore;Vertex Ventures, C31 Ventures;Private Equity;50,00,000;nan
805;2017/05/08;CureFit;Technology;Health-Tech Platform;Bangalore;Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others;Private Equity;32,00,000;nan
806;2017/05/09;Curie Labs;Technology;Energy Analytics startup;New Delhi;Satoshi Studios;Seed Funding;50;nan
807;2017/05/09;Uncanny Vision;Technology;Computer Vision on Embedded Systems;Bangalore;Anand Chandrasekaran;Seed Funding;N/A;nan
808;2017/05/09;Anchanto;Technology;Ecommerce Fulfilment and Technology Platform;Pune;Luxasia Group;Private Equity;N/A;nan
809;2017/05/09;Sequretek;Technology;IT Security & Data Management Services;Mumbai;GVFL, Unicorn India Ventures;Private Equity;N/A;nan
810;2017/05/10;Lucideus;Technology;Cyber Security Startup;New Delhi;Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others;Seed Funding;N/A;nan
811;2017/05/10;Vidooly;Consumer Internet;Video Intelligence platform;Noida;Times Internet, GVFL;Private Equity;14,00,000;nan
812;2017/05/10;Shopclues;eCommerce;Online marketplace;Gurgaon;InnoVen Capital;Private Equity;77,00,000;nan
813;2017/05/10;Fourth Ambit;Consumer Internet;Community Building platform;Bangalore;1Crowd;Seed Funding;6,00,000;nan
814;2017/05/10;Chymera VR;Technology;Advertising Platform for Virtual Reality;Bangalore;Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others;Seed Funding;N/A;nan
815;2017/05/11;Early Salary;Consumer Internet;Online lending platform;Pune;DG Ventures India, Dewan Housing Finance Corp;Private Equity;40,00,000;nan
816;2017/05/11;Book My Diamond;eCommerce;Diamond B2B eTailer;Mumbai;Chirag Nikunj Sheth & Others;Seed Funding;N/A;nan
817;2017/05/11;ION Energy;Technology;Clean Tech Startup;Mumbai;Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka;Seed Funding;N/A;nan
818;2017/05/12;Legal Raasta;Consumer Internet;Legal Services to SMEs & Individuals;New Delhi;Impanix Capital;Private Equity;50,00,000;nan
819;2017/05/12;Log 9 Materials;Technology;NanoTech product developer;Bangalore;GEMs;Seed Funding;N/A;nan
820;2017/05/12;Remit Guru;Consumer Internet;Digital money transfer platform;Mumbai;Infibeam, CCavenue;Private Equity;4,66,000;nan
821;2017/05/12;Aequm;eCommerce;Cloud ECommerce platform;Bangalore;undisclosed investors;Seed Funding;10,00,000;nan
822;2017/05/15;Zapty;Technology;Project Management tool;Bangalore;IdeaSpring Capital;Seed Funding;5,00,000;nan
823;2017/05/15;Vernacular.ai;Technology;Multi-lingual AI Platform for Businesses;Bangalore;Kstart Capital;Seed Funding;N/A;nan
824;2017/05/16;Niki.ai;Technology;AI-based chatbot;Bangalore;SAP;Private Equity;N/A;nan
825;2017/05/16;Telr;Technology;Online Payment Gateway;Mumbai;Innovations East;Private Equity;30,00,000;nan
826;2017/05/16;Fynd;eCommerce;Fashion ECommerce Portal;Mumbai;Rocketship;Private Equity;5,00,000;nan
827;2017/05/17;Genie;Consumer Internet;hyperlocal delivery and logistics mobile app;Chennai;undisclosed investors;Seed Funding;2,50,000;nan
828;2017/05/17;Paysense;Consumer Internet;Online Lending platform;Mumbai;Jungle Ventures;Private Equity;53,00,000;nan
829;2017/05/18;The Good Life;ECommerce;Online Luxury Tea etailer;Mumbai;Ayesha Takia Azmi, Abu Farhan Azmi;Seed Funding;10,00,000;nan
830;2017/05/18;PumpKart;eCommerce;Online Water Pumps etailer;Chandigarh;Dr. Ritesh Malik;Seed Funding;N/A;nan
831;2017/05/18;Paytm;ECommerce;Mobile Wallet & ECommerce platform;Bangalore;SoftBank Group;Private Equity;1,40,00,00,000;nan
832;2017/05/19;EzCred;Consumer Internet;Consumer Lending Platform;Bangalore;Dheeraj Pandey, Rajesh Yohannan, Akash Garg;Seed Funding;10,00,000;nan
833;2017/05/19;HealthSutra;Food & Beverage;Health Food Maker;Hyderabad;Ankur Capital, Hyderabad Angels;Seed Funding;N/A;nan
834;2017/05/20;YepMe;eCommerce;Private Fashion Brand etailer;New Delhi;Gokaldas Exports Ltd;Private Equity;N/A;nan
835;2017/05/22;Delhivery;Logistics;ECommerce Logistics provider;New Delhi;Fosun International;Private Equity;3,00,00,000;nan
836;2017/05/22;ZipGrid;Consumer Internet;Cashless, paperless solutions for Housing societies;Mumbai;JLL, 1Crowd;Seed Funding;5,00,000;nan
837;2017/05/23;TravelSpice;ECommerce;Travel ECommerce portal;Hyderabad;Eagle10 Ventures;Seed Funding;N/A;nan
838;2017/05/23;Magicpin;Consumer Internet;Hyperlocal discovery platform;Gurgaon;Lightspeed Venture Partners, Vy Capital,;Private Equity;66,00,000;nan
839;2017/05/23;The Print;Consumer Internet;News Portal;New Delhi;Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody;Seed Funding;N/A;nan
840;2017/05/23;Box8;Consumer Internet;Food Delivery Platform;Mumbai;Trifecta Capital;Private Equity;10,00,000;nan
841;2017/05/24;GenNext Students;Consumer Internet;Online Tutoring Services;Mumbai;Undisclosed Investors;Seed Funding;5,80,000;nan
842;2017/05/25;Aye Finance;Finance;Non-Banking Financial Company;Gurgaon;Blue Orchard;Private Equity;80,00,000;nan
843;2017/05/26;WhatsLoan;Consumer Internet;Online Lending mobile app;Bangalore;Lahiri Music\\xe2\\x80\\x99s family office;Seed Funding;N/A;nan
844;2017/05/29;Cube Consumer Services;Consumer Internet;Finance management Mobile app;Mumbai;N/A;Seed Funding;N/A;nan
845;2017/05/29;Nivesh;Consumer Internet;Online MF investment platform;Noida;PV Sahad, Sandeep Shroff, Rahul Gupta;Seed Funding;N/A;nan
846;2017/05/29;Wowflux;Technology;image Processing solution;New Delhi;Undisclosed Investors;Seed Funding;N/A;nan
847;2017/05/29;Collateral Medical;eCommerce;Online Medical equipment supplier;Mumbai;Carpediem Capital;Private Equity;35,00,000;nan
848;2017/05/30;Loadshare;Logistics;Express Logistics Network;Bangalore;Matrix Partners;Seed Funding;N/A;nan
849;2017/05/30;SimpliLend;Consumer Internet;Online lending platform;New Delhi;Undisclosed Investors;Seed Funding;N/A;nan
850;2017/05/30;Supr Daily;Consumer Internet;Subscription based delivery platform;Mumbai;Soma Capital, Great Oaks Ventures, 122 West Ventures;Private Equity;15,00,000;nan
851;2017/05/30;Swiggy;Consumer Internet;Online food delivery platform;Bangalore;Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners;Private Equity;8,00,00,000;nan
