Sr No;Date dd/mm/yyyy;Startup Name;Industry Vertical;SubVertical;City  Location;Investors Name;InvestmentnType;Amount in USD;Remarks
2618;2015/07/14;WoWexpress;Tech enabled logistics platform;nan;Mumbai;Tamarind Family Private Trust;Seed Funding;5,00,000;
2619;2015/07/15;Oyo Rooms;Budget Hotel Accommodation;nan;Gurgaon;Softbank, Sequoia Capital;Private Equity;10,00,00,000;Series B
2620;2015/07/15;Mobikon;Restaurant customer engagement platform;nan;Pune;Jungle Ventures;Private Equity;23,00,000;Series B
2621;2015/07/15;InstaLively.com;Live video streaming app;nan;New Delhi;Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat;Seed Funding;N/A;
2622;2015/07/15;Roadrunnr;Hyper local logistics platform;nan;Bangalore;Sequoia Capital, Nexus Venture Partners, Blume Ventures;Private Equity;1,10,00,000;Series A
2623;2015/07/16;Ketto;Crowd Funding Platform;nan;Mumbai;Pradyumna Dalmia, Sudhir Rao & Others;Seed Funding;7,00,000;
2624;2015/07/17;QuikWallet;F&B sector Mobile Payment platform;nan;Mumbai;Snow Leopard Technology Ventures;Private Equity;16,00,000;Follow on Funding
2625;2015/07/17;Omnikart;Industrial Supplies B2B ecommerce;nan;Mumbai;Sumit Gandhi, Manish Gandhi;Seed Funding;1,00,000;
2626;2015/07/20;Zo Rooms;Online budget hotel chain;nan;New Delhi;Tiger Global, Orios Venture Partners.;Private Equity;1,50,00,000;No confirmation
2627;2015/07/20;Innoviti;Payment Solutions platform;nan;Bangalore;Catamaran Ventures, New India Investment Corporation;Private Equity;48,50,000;Series A
2628;2015/07/21;ZenRadius;Online Hiring Platform;nan;Bangalore;Tracxn Labs, Deepak Singh;Seed Funding;N/A;
2629;2015/07/21;Joy by nature;Organic Food ecommerce;nan;New Delhi;Mumbai Angels, Vriddhi Fund, Others;Private Equity;10,00,000;Series A
2630;2015/07/22;Iqlect;Big Data & Analytics platform;nan;Bangalore;Exfinity Venture Partners;Private Equity;20,00,000;Series A
2631;2015/07/22;deGustibus;Fine Dining Restaurant Chain;nan;Mumbai;India Value Fund Advisors;Private Equity;3,00,00,000;Late Stage
2632;2015/07/23;Nestaway;Luxury Rental Homes;nan;Bangalore;Flipkart, Tiger Global;Private Equity;1,27,50,000;Series A
2633;2015/07/23;Mswipe;Mobile Point of Sale payment solution;nan;;Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank;Private Equity;2,50,00,000;Series B
2634;2015/07/23;Myonsto;Online Grocers;nan;Ahmedabad;Jayant Bokadia;Seed Funding;3,20,000;
2635;2015/07/23;iCrushiFlush;Casual Dating App;nan;Mumbai;IDG Ventures India;Seed Funding;N/A;
2636;2015/07/23;MedGenome;Clinical Genomics Provider;nan;Bangalore;Sequoia Capital;Private Equity;2,00,00,000;Series B
2637;2015/07/23;HolidayIQ;Travel information portal;nan;Bangalore;MakeMyTrip;Private Equity;1,50,00,000;Strategic Investment
2638;2015/07/23;Fitternity;Fitness Marketplace;nan;Mumbai;Exfinity Venture Partners;Private Equity;10,00,000;Series A
2639;2015/07/23;Quikr;Online & Mobile classified listings;nan;Mumbai;AB Kinnevik, Falcon Edge Capital, Coatue Management;Private Equity;6,00,00,000;Late Stage
2640;2015/07/23;JetSetGo;Private Jet/ Helicopter Marketplace;nan;New Delhi;YourWeCan Ventures;Seed Funding;N/A;
2641;2015/07/24;BroEx;Real Estate Broker network App;nan;Gurgaon;Lightspeed India;Private Equity;10,00,000;Bridge round
2642;2015/07/25;Shopatplaces;Ethnic/ Traditional Fashion Store;nan;New Delhi;Indian Angel Network;Seed Funding;N/A;
2643;2015/07/25;CredR;Used Bikes Marketplace;nan;Mumbai;Fidelity Growth Partners;Private Equity;1,50,00,000;Series A
2644;2015/07/27;ManageMySpa;Spa & Salon Management Software;nan;Hyderabad;Accel Partners;Private Equity;60,00,000;Series A
2645;2015/07/27;Townrush;B2B logistics delivery platform;nan;Bangalore;Lightspeed Venture Partners;Seed Funding;N/A;
2646;2015/07/27;Locus;Logistics Automation Platform;nan;Bangalore;growX ventures,\\xc2\\xa0 Manish Singhal;Seed Funding;N/A;
2647;2015/07/27;Bevy;Online Hiring Platform;nan;Bangalore;Varun Agarwal & Others;Seed Funding;N/A;
2648;2015/07/28;Pepperfry;Online home d\\xc3\\xa9cor marketplace;nan;Mumbai;Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.;Private Equity;10,00,00,000;Series D
2649;2015/07/28;Flipkart.com;Online Marketplace;nan;Bangalore;Steadview Capital and existing investors;Private Equity;70,00,00,000;Late Stage, 10th Round More here
2650;2015/07/28;Opinio;Hyperlocal food & grocery store;nan;Bangalore;Accel Partners, Traxcn Labs & Others;Seed Funding;13,00,000;
2651;2015/07/28;Zoctr;Health-Tech platform;nan;Mumbai;Sandeep Parwal, Krishan Gupta & Others;Seed Funding;10,00,000;
2652;2015/07/29;Zimmber;Hyperlocal Handyman Services;nan;Mumbai;IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai;Private Equity;20,00,000;Series A
2653;2015/07/29;trueHb;Medical Tech Instruments;nan;New Delhi;Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others;Seed Funding;24,00,000;
2654;2015/07/29;Zovi.com / Little App;Hyperlocal Deals Marketplace;nan;Bangalore;Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others;Private Equity;5,00,00,000;Series A
2655;2015/07/29;Swajal;Innovative Water Solutions;nan;Gurgaon;Abhishek Gupta;Private Equity;12,00,000;Series A
2656;2015/07/30;Pipa Bella;Online Jewelry Store;nan;Mumbai;LionRock Capital;Private Equity;6,00,000;Pre-Series A
2657;2015/07/30;Pragmatix;Business intelligence & Analytics;nan;Mumbai;SIDBI Venture Capital Ltd;Private Equity;24,00,000;Series A
2658;2015/07/30;Droom.in;Used Vehicle Marketplace;nan;New Delhi;Lightbox Ventures, Beenos;Private Equity;1,60,00,000;Series A
2659;2015/07/30;MadRat Games;Educational Board Games;nan;Bangalore;Kunal Bahl, Rohit Bansal;Seed Funding;1,68,000;
2660;2015/07/30;Noodle Play;Chinese food delivery;nan;Mumbai;Elliot Stechman, Gautam Sinha, Ambarish Ray;Seed Funding;1,68,000;
2661;2015/07/30;Wassup;On-Demand Laundry & Dry cleaning App;nan;Chennai;B S Nagesh;Private Equity;N/A;Pre-Series A
2662;2015/07/30;Cartisan;On-Demand Car services App;nan;Bangalore;YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna;Seed Funding;N/A;
2663;2015/07/31;LazyLad;Hyperlocal Grocery App;nan;Gurgaon;Jai Choi, Kiyohiro Sugashita, Hirokazu;Private Equity;5,00,000;pre-Series A
2664;2015/07/31;TripFactory;Online Curated Holiday package bookings;nan;Bangalore;Aarin Capital Partners,;Private Equity;N/A;Series A
2665;2015/07/31;Prothom;Hasbro Toy Manufacturer;nan;Pune;Oliphabs Capital;Private Equity;20,00,000;Series A
2666;2015/07/31;Bona Vita;Travel Tech;nan;Gurgaon;MakeMyTrip;Private Equity;50,00,000;Strategic Investment
2667;2015/06/01;Vyomo;Beauty and Wellness Platform;nan;New Delhi;Aprameya Radhakrishna;Seed Funding;N/A;
2668;2015/06/01;Veeba Foods;Healthy Food Manufacturer;nan;New Delhi;DSG Consumer Partners, Saama Capital.;Private Equity;60,00,000;Series B
2669;2015/06/01;Truebil;Used Car Marketplace;nan;Mumbai;Kae Capital, Anupam Mittal;Seed Funding;5,00,000;
2670;2015/06/01;Meritnation;Online Learning Platform;nan;New Delhi;InfoEdge;Private Equity;40,00,000;Series C
2671;2015/06/01;Eattreatonline;Healthy Food Online Community;nan;New Delhi;Group of 15 Angel Investors;Seed Funding;3,50,000;
2672;2015/06/01;CredR;Used two-wheeler Marketplace;nan;Mumbai;GrowthStory;Seed Funding;N/A;
2673;2015/06/01;Glamrs;Online Fashion Video Portal;nan;Mumbai;Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri;Private Equity;10,00,000;Pre-Series A
2674;2015/06/01;Proviera;Probiotic Technology Products Manufacturer;nan;Chennai;Infuse Ventures;Private Equity;5,50,000;
2675;2015/06/01;Arth DesignBuild;Architectural Design & Consulting;nan;Hyderabad;Srinivas Tirupati;Seed Funding;5,00,000;
2676;2015/06/02;Saama;Big Data & Analytics Services;nan;Pune / US;Carrick Capital Partners;Private Equity;3,50,00,000;Series A
2677;2015/06/02;AllIzHealth;Preventive Healthcare Services;nan;Pune;Mumbai Angels & Other angel investors;Seed Funding;3,50,000;
2678;2015/06/02;Karma Healthcare;Tech-enabled Rural Healthcare Services;nan;Udaipur;Ennovent Impact Investment Holding;Private Equity;N/A;Series A
2679;2015/06/03;Entropy Innovations;Engineering Innovations;nan;Mumbai;Mark Mobius & 9 Other Angel investors;Seed Funding;N/A;
2680;2015/06/03;Propstack;Real Estate Intelligence Platform;nan;Mumbai;DMG Information;Private Equity;30,00,000;Series A
2681;2015/06/03;MyTaxiIndia;Online Car Rental Affiliates;nan;New Delhi;Green House Ventures;Seed Funding;1,00,000;
2682;2015/06/03;Arkin Net;Data Center Software platform;nan;Pune / US;Nexus Venture Partners;Private Equity;1,50,00,000;Series B
2683;2015/06/03;Little Black Book Delhi;Online City & Lifestyle Guide;nan;New Delhi;Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra;Seed Funding;1,50,000;
2684;2015/06/03;MyPoolin;P2P Payments platform;nan;New Delhi;Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi;Seed Funding;N/A;
2685;2015/06/03;iCustomadeit;Bespoke Merchandize Marketplace;nan;Pune;Virendra Shahney, Dr Paresh Doshi;Seed Funding;2,50,000;
2686;2015/06/03;KAARYAH;Women Lifestyle Marketplace;nan;Gurgaon;Ratan Tata;Seed Funding;N/A;
2687;2015/06/04;Ecom Express;Logistics Solution Provider;nan;New Delhi;Warburg Pincus;Private Equity;13,70,00,000;Series C
2688;2015/06/04;Vidooly;Video Intelligence Platform;nan;Noida;Bessemer Venture Partners;Private Equity;10,00,000;Pre-Series A
2689;2015/06/04;Zopper;Hyperlocal Shopping App;nan;Mumbai;Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors;Private Equity;2,00,00,000;Series C
2690;2015/06/04;Flipkart;eCommerce platform;nan;Bangalore;Morgan Stanley;Private Equity;5,00,00,000;Late Stage
2691;2015/06/05;kWatt Solutions;Renewable energy solutions;nan;Mumbai;N/A;Seed Funding;5,00,000;
2692;2015/06/05;Medwell Ventures;Healthcare\\nService provider;nan;Bangalore;Fidelity Growth Partners, Fidelity Biosciences;Private Equity;1,00,00,000;Series A
2693;2015/06/05;Jugnoo;Auto Rickshaw Based Services;nan;Chandigarh;Snow Leopard, Paytm;Private Equity;50,00,000;Series A
2694;2015/06/08;PosterGully;Artist / Designer Marketplace;nan;New Delhi;Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors.;Seed Funding;N/A;
2695;2015/06/08;Applied Solar Technologies;Off-grid Solar Power;nan;Mumbai;Future Fund,Bessemer Venture, Capricorn Investment and IFC;Private Equity;4,00,00,000;Series B
2696;2015/06/09;Clovia;Private Label lingerie Ecommerce;nan;New Delhi;IvyCap Ventures;Private Equity;50,00,000;Series A
2697;2015/06/09;Swiggy;Online Food Ordering;nan;Bangalore;Norwest Venture Partners, SAIF Partners, Accel Partners;Private Equity;1,65,00,000;Series B
2698;2015/06/09;PayMango;Mobile Commerce Platform;nan;Gurgaon;Group of Angel Investors;Seed Funding;2,34,000;
2699;2015/06/09;Printland;Online Printing Services;nan;New Delhi;SIDBI Venture Capital Ltd;Private Equity;N/A;Series A
2700;2015/06/09;Teritree;Digital Marketing Services;nan;Bangalore;KCL;Seed Funding;1,40,000;
2701;2015/06/10;Guiddoo;Travel Guide Mobile App;nan;Mumbai;Pawan Borle, SVP Fly Dubai & Others;Seed Funding;N/A;
2702;2015/06/10;Voonik;Fashion Ecommerce store;nan;Bangalore;Sequoia Capital, Seedfund;Private Equity;50,00,000;Series A
2703;2015/06/11;AdStringO;Mobile Compression Software;nan;Mumbai;Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran;Seed Funding;3,50,000;
2704;2015/06/11;Faircent.com;Peer to Peer Lending platform;nan;Gurgaon;M&S Partners Pte. Ltd;Seed Funding;2,50,000;Pre-Series A
2705;2015/06/12;La Renon;Global Healthcare products;nan;Ahmedabad;Sequoia Capital;Private Equity;1,60,00,000;Series A
2706;2015/06/15;Homelane;Home Furnishing Solutions;nan;Bangalore;Sequoia Capital;Private Equity;5,00,00,000;Series B
2707;2015/06/15;iSTAR;Skill Training & Placement Platform;nan;Bangalore;Unitus Seed Fund;Private Equity;N/A;Series A
2708;2015/06/15;Shippr;Intra-City Logistics service;nan;Bangalore;i2india Pvt Ltd;Seed Funding;5,00,000;
2709;2015/06/16;FoodAbhi;online tiffin service aggregator;nan;Mumbai;Group of angel investors;Seed Funding;N/A;
2710;2015/06/16;Karma Recycling;Electronic Goods recycling service;nan;Delhi;Infuse Ventures, Low Carbon Enterprise Fund;Private Equity;N/A;Series A
2711;2015/06/16;CouponRaja;Online Coupon & comparison platform;nan;Mumbai;Mahesh Pratapneni, Pallab Chatterjee & others;Seed Funding;5,00,000;
2712;2015/06/17;Babychakra;Parents & Kids Online platform;nan;Mumbai;Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath;Seed Funding;N/A;
2713;2015/06/17;Jiffstore;Online Grocery platform;nan;Bangalore;Unitus Seed Fund, Times Internet;Seed Funding;N/A;additional funding round
2714;2015/06/17;MyDentist;Dental Clinic chain;nan;Mumbai;LGT Group, Asian Healthcare fund, Seedfund;Private Equity;82,00,000;Series C
2715;2015/06/18;Moovo;On-Demand Logistics Service;nan;New Delhi;YouWeCan Ventures;Seed Funding;N/A;
2716;2015/06/18;Fracktal Works;3D Printer Manufacturer;nan;Bangalore;Neoteric Infomatique Limited;Private Equity;30,00,000;Series A
2717;2015/06/18;Hansa Customer Equity;IT / Customer Engagement Consulting;nan;Mumbai;ASK Pravi;Private Equity;50,00,000;Series A
2718;2015/06/18;HealthifyMe;Health & Fitness App;nan;Bangalore;Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani;Private Equity;N/A;Series A
2719;2015/06/18;CAKART.in;Online Education Marketplace;nan;Bangalore;Sunil Maheshwari & group of investors;Seed Funding;N/A;
2720;2015/06/19;Housejoy;Home services marketplace;nan;Bangalore;Matrix Partners;Private Equity;40,00,000;Series A
2721;2015/06/19;FundsIndia.com;Financial Services Platform;nan;Chennai;Faering Capital, Foundation Capital, Inventus Capital Partners;Private Equity;1,10,00,000;Series C
2722;2015/06/20;Cupick;Social Network for Artists;nan;Bangalore;Group of Angel Investors from US/India;Seed Funding;1,20,000;
2723;2015/06/20;Tracxn;Startup funding platform;nan;Bangalore;Sachin Bansal, Bunny Bansal & other investors;Private Equity;1,00,00,000;Series A
2724;2015/06/21;Holachef;Food Delivery Platform;nan;Mumbai;Kalaari Capital, India Quotient;Private Equity;31,00,000;Series A
2725;2015/06/22;elong;Data Driven recruitment recommendation;nan;Bangalore;Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy;Private Equity;50,00,000;Series A
2726;2015/06/22;Ixigo;Travel Search Engine;nan;Gurgaon;Micromax Informatics;Private Equity;N/A;Strategic Investment
2727;2015/06/22;SkillAngels;Brain Games Platform;nan;Chennai;Sprout Angels LLP;Seed Funding;N/A;
2728;2015/06/22;Vidgyor;Video Advertisement Platform;nan;Bangalore;AngelPrime;Seed Funding;5,00,000;
2729;2015/06/22;Banihal;Algorithmic Match Making Platform;nan;New Delhi / California;Dr David Cheriton;Seed Funding;N/A;
2730;2015/06/23;Goodservice;Mobile Chat based concierge service;nan;New Delhi;Sequoia Capital;Private Equity;16,00,000;Series A
2731;2015/06/23;Treebo;Online Budget Hotel Booking Service;nan;Bangalore;Matrix Partners India, SAIF Partners;Private Equity;60,00,000;Series A
2732;2015/06/23;EduKart;Online education marketplace;nan;New Delhi;Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni;Private Equity;10,00,000;Series A
2733;2015/06/23;Healthians.com;Preventive healthcare services;nan;Hyderabad;YouWeCan Ventures;Seed Funding;N/A;
2734;2015/06/24;LabInApp;Science Learning App;nan;Bangalore;Unitus Seed Fund;Seed Funding;N/A;
2735;2015/06/24;Syona Cosmetics;Beauty and Wellness platform;nan;Chennai;Chennai Angels;Seed Funding;N/A;
2736;2015/06/24;Sigrid Education;Online Education Platform;nan;Noida;Oliphans Capital;Seed Funding;N/A;
2737;2015/06/24;Indix;SaaS product intelligence platform;nan;;Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures;Private Equity;1,50,00,000;Series C
2738;2015/06/24;The Porter;Logistics Tech;nan;Mumbai;Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon;Private Equity;55,00,000;Series A
2739;2015/06/24;Retention.ai;App Analytics platform;nan;Bangalore;Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others;Seed Funding;5,00,000;
2740;2015/06/25;Fusion Microfinance;Micro Finance Platform;nan;New Delhi;Development finance institution Belgian Investment Company, Oikocredit;Private Equity;86,00,000;Series C
2741;2015/06/25;Zinka;Freight logistics platform;nan;Bangalore;Accel Partners, Flipkart;Private Equity;60,00,000;Series A
2742;2015/06/26;CreditMantri;Credit Management Services;nan;Chennai;IDG Ventures India, Elevar Equity, Accion Venture Lab;Private Equity;25,00,000;Series A
2743;2015/06/26;GetMyPeon;Hyperlocal Handyman Services;nan;Mumbai;Undisclosed investors;Seed Funding;2,50,000;
2744;2015/06/29;UrbanClap;Hyperlocal services marketplace;nan;New Delhi;SAIF Partners,\\xc2\\xa0 Accel Partners;Private Equity;1,00,00,000;Series A
2745;2015/06/29;StayGlad;Beauty services Mobile Marketplace;nan;Bangalore;Tracxn Labs, Sahil Barua;Seed Funding;N/A;
2746;2015/06/29;AdWyze;Marketing / Advertising Automation platform;nan;Bangalore;Mape Advisory;Seed Funding;10,00,000;
2747;2015/06/29;Zimmber;Hyperlocal Handyman Services;nan;Mumbai;Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar;Seed Funding;4,00,000;
2748;2015/06/30;Buttercups;Online Lingerie platform;nan;Bangalore;Kanwaljit Singh, Angie Mahtaney, Manoj Varghese;Seed Funding;N/A;
2749;2015/06/30;RailYatri;Railways Information Mobile app;nan;Bangalore;Helion Ventures, Omidiyar Network, Blume Ventures and Ujama;Private Equity;N/A;Pre-Series A
2750;2015/06/30;aagaar.com;Hyperlocal grocery delivery;nan;Gurgaon;Group of Investors;Seed Funding;N/A;
2751;2015/06/30;Flatchat;Flat rental Mobile App;nan;Bangalore;Commonfloor;Private Equity;25,00,000;Strategic Funding
2752;2015/06/30;MyCFO;Wealth Management Platform;nan;Mumbai;Sameer Koticha;Private Equity;15,00,000;Series A
2753;2015/05/01;Foodpanda;Online Food Delivery;nan;Gurgaon;Goldman Sachs, Rocket Internet;Private Equity;10,00,00,000;Series D
2754;2015/05/01;Termsheet;Fund Raising Platform;nan;Chennai;Anand Vijay, Nipun Dureja, Satyajit Heeralal, Keith Rodricks, Gaurav Lochan, Azmul Haque, Nikhil Bagri;Seed Funding;1,00,000;
2755;2015/05/04;Applicate;Workforce Management Software;nan;Bangalore;Rishi Vasudev, Amit Gupta, Rajiv Nayan;Seed Funding;5,50,000;
2756;2015/05/04;World Art Community;Online Art Marketplace;nan;Gurgaon;Viraj Tyagi & others;Seed Funding;2,00,000;
2757;2015/05/04;SpoonJoy;Online Food Delivery;nan;Bangalore;SAIF Partners;Seed Funding;10,00,000;
2758;2015/05/05;Seed Schools;Affordable Education;nan;Hyderabad;Acumen Fund;Seed Funding;6,50,000;
2759;2015/05/05;Ignis Careers;Career Development;nan;Hyderabad;Acumen Fund;Seed Funding;2,50,000;
2760;2015/05/05;Square Yards;Real Estate Advisory;nan;Gurgaon;Undisclosed Investors;Private Equity;60,00,000;pre-Series A
2761;2015/05/05;Fintellix;Banking Analytics Platform;nan;Bangalore;IDG Ventures, Sequoia Capital;Private Equity;1,50,00,000;Series C
2762;2015/05/05;Customer360;Customer Engagement Platform;nan;Mumbai;Vishwas Patel;Seed Funding;N/A;
2763;2015/05/06;Delhivery;Ecommerce Logistics;nan;Gurgaon;Tiger Global Management, Multiples Alternate Asset Management, Nexus Venture Partners, Times Internet;Private Equity;8,50,00,000;Series D
2764;2015/05/06;Swiggy;Online Food Delivery;nan;Bangalore;Norwest Venture Partners;Private Equity;1,50,00,000;Series B
2765;2015/05/07;Uniphore;Speech Recognition Solutions;nan;Chennai;IDG Ventures, Kris Gopalakrishnan;Private Equity;N/A;Series A
2766;2015/05/07;Box8;Online Food Delivery;nan;Mumbai;Mayfield Ventures;Private Equity;35,00,000;Series A
2767;2015/05/07;Toppr;Online Education Platform;nan;Mumbai;Fidelity Growth Partners India, SAIF Partners,\\xc2\\xa0 Helion Ventures;Private Equity;1,00,00,000;Series B
2768;2015/05/07;Vedantu;Online Education Platform;nan;Bangalore;Accel Partners, Tiger Global Management;Private Equity;50,00,000;Series A
2769;2015/05/08;BuyHatke;Online Product Comparison;nan;Bangalore;S.Gopalakrishnan, Beenos;Seed Funding;10,00,000;
2770;2015/05/08;KleverKid;Online Education Platform;nan;New Delhi;Aarin Capital Partners;Seed Funding;N/A;
2771;2015/05/08;Uniken;Online Security Platform;nan;Pune;Exfinity Ventures;Private Equity;20,00,000;Bridge Round Pre-Series B
2772;2015/05/08;GrandOpinion;Online Medical Diagnostic;nan;New Delhi;Florida based Angel investor;Seed Funding;1,50,000;
2773;2015/05/08;HealthifyMe;Health & Fitness App;nan;Bangalore;Micromax Informatics;Private Equity;N/A;Strategic Investment
2774;2015/05/12;ZapStitch;Cloud Data Integration Platform;nan;Bangalore;Helion Venture Partners, Orios Venture Partners;Private Equity;20,00,000;Pre-Series A
2775;2015/05/12;Wassup;Mobile Laundry Cleaning Service;nan;Chennai;Arun Chandra Mohan, Praveen Sinha;Private Equity;20,00,000;Pre-Series A
2776;2015/05/12;Mobiefit;Mobile Fitness App;nan;Goa;Prototyze;Seed Funding;N/A;
2777;2015/05/12;Plancess;Online Education Platform;nan;Mumbai;Rajendra Gogri,\\xc2\\xa0 Chandrakant Gogri;Seed Funding;20,00,000;
2778;2015/05/12;WorkHorse;Service-On-Demand Mobile App;nan;Mumbai;Undisclosed Investors;Seed Funding;N/A;
2779;2015/05/13;Innovaccer;Intelligent Data Analytics;nan;Noida;Rajan Anandan, Teru Sato, Aneesh Reddy, Venkatesh Valluri;Seed Funding;N/A;
2780;2015/05/13;MyCuteOffice;Online Office Rental;nan;Mumbai;Lead Angels;Seed Funding;N/A;
2781;2015/05/14;IndianRoots.com;Lifestyle Ecommerce Portal;nan;Gurgaon;KJS Group;Private Equity;50,00,000;Series B
2782;2015/05/14;RedPolka;Online Fashion Aggregator;nan;Mumbai;Undisclosed Investors;Seed Funding;2,50,000;
2783;2015/05/15;Venturesity;Online Job skills Showcase;nan;Bangalore;Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi;Seed Funding;2,70,000;
2784;2015/05/18;TheBetterIndia.com;Online News Media;nan;Bangalore;Mohandas Pai;Seed Funding;N/A;Pre-Series Bridge
2785;2015/05/18;Awaaz De;Enterprise Communication Platform;nan;Ahmedabad;Samir Shah;Seed Funding;N/A;
2786;2015/05/19;Chaayos;Offline Tea Chain;nan;New Delhi;Tiger Global Management;Private Equity;10,00,000;Series A
2787;2015/05/19;Akosha;Business Messaging App;nan;New Delhi;Sequoia Capital;Private Equity;1,60,00,000;Series B
2788;2015/05/19;Cooey;Health Mobile App;nan;Bangalore;Subhash Goyal;Seed Funding;4,70,000;
2789;2015/05/19;MeetUniv;Online Ed-Tech Platform;nan;Noida;Peesh Venture Capital;Seed Funding;10,00,000;
2790;2015/05/19;Inspirock;Online Travel Planning;nan;;MakeMyTrip Innovation Fund;Private Equity;N/A;
2791;2015/05/19;Crown-it;Hyperlocal Mobile Marketplace;nan;Gurgaon;Accel Partners, Helion Venture Partners;Private Equity;55,00,000;Series A
2792;2015/05/19;Trucksfirst;Trucking Logistic Operations;nan;Gurgaon;SAIF partners;Private Equity;1,00,00,000;Series A
2793;2015/05/20;Lookup;B2C Messaging App;nan;Bangalore;Biz Stone;Private Equity;30,00,000;Series A
2794;2015/05/21;SunTerrace;Rooftop Solar Plants;nan;New Delhi;Sunergy Investors;Private Equity;N/A;
2795;2015/05/22;\\xc2\\xa0Nudgespot;Customer Engagement Platform;nan;Bangalore;Kae Capital, Anoop Goyal, Mike Shah, VA Sastry;Seed Funding;6,25,000;
2796;2015/05/22;CarDekho;Online Car Portal;nan;Jaipur;HDFC Bank;Private Equity;N/A;1% stake
2797;2015/05/22;EveningFlavors;Online Table Reservation;nan;Bangalore;Sandiep Shrivatsava;Seed Funding;5,00,000;
2798;2015/05/25;Razorpay;Online Payment Gateway;nan;Bangalore;Punit Soni;Seed Funding;N/A;
2799;2015/05/25;ZenParent;Parents focused Web Content;nan;Bangalore;i2india Ventures;Seed Funding;5,00,000;
2800;2015/05/25;Newgen Payments;Payments Solution Provider;nan;New Delhi;Jan Manten;Seed Funding;N/A;
2801;2015/05/26;UrbanPro;On-demand Service marketplace;nan;Bangalore;Nirvana Venture Advisors;Private Equity;20,00,000;Series A
2802;2015/05/26;Goodbox;On-Demand Business messaging;nan;Bangalore;Manipal Group;Seed Funding;2,00,000;
2803;2015/05/26;Renderlogy;Online Home D\\xc3\\xa9cor;nan;Hyderabad;Astarc Ventures;Private Equity;10,00,000;Series A
2804;2015/05/27;Postman;API Workflow platform;nan;Bangalore;Nexus Venture Partners;Seed Funding;10,00,000;Series A
2805;2015/05/27;Casa2inns;Affordable Hotel Booking Online;nan;New Delhi;Accel Partners, Kalaari Capital;Private Equity;50,00,000;Series A
2806;2015/05/27;FleetRover;Logistics Intelligence;nan;Goa;Tim Chen, Sanjay Venkat;Seed Funding;1,80,000;
2807;2015/05/28;TheKarrier;Last Mile Logistics;nan;Bangalore;Sol Primero, Outbox Ventures, Nikunj Jain;Seed Funding;2,40,000;
2808;2015/05/28;Zoomcar;Self-driven Car rental;nan;Bangalore;Sequoia Capital;Private Equity;50,00,000;Series B Interim Funding
2809;2015/05/28;Truweight;Weight Management Service;nan;Hyderabad;Kalaari Capital;Private Equity;N/A;Series A
2810;2015/05/30;Ather Energy;Electric Scooter Manufacturer;nan;Bangalore;Tiger Global;Private Equity;1,20,00,000;Series A
2811;2015/04/03;Swiggy;Online Food Delivery;nan;Bangalore;Accel Partners, SAIF Partners;Private Equity;20,00,000;Series A
2812;2015/04/04;Bluegape;Web Content Publishing;nan;Gurgaon;Rudy Gopalakrishnan, ah! Ventures;Seed Funding;2,00,000;
2813;2015/04/04;KeepTrax;Location Based App;nan;Dallas / Hyderabad;;Seed Funding;10,00,000;
2814;2015/04/06;InstaLively;Video Streaming;nan;New Delhi;Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.;Seed Funding;1,20,000;
2815;2015/04/07;Pricejugaad;Price Comparison;nan;Hyderabad;Amit Tyagi, Sandeep Acharya & others;Seed Funding;1,65,000;
2816;2015/04/07;Quikr;Online Classifieds;nan;Mumbai;Tiger Global, Investment AB Kinnevik, Steadview Capital;Private Equity;15,00,00,000;Series G (Check prev funding details here)
